ticker,name,sector,tier,index
NABL,"N-able, Inc.",Information Technology,small,SP600
NATL,NCR Atleos,Financials,small,SP600
NAVI,Navient,Financials,small,SP600
NBHC,National Bank Holdings Corporation,Financials,small,SP600
NBTB,"NBT Bancorp, Inc.",Financials,small,SP600
NE,Noble Corporation,Energy,small,SP600
NEO,"NeoGenomics Laboratories, Inc.",Health Care,small,SP600
NEOG,Neogen,Health Care,small,SP600
NGVT,"Ingevity, Corp.",Materials,small,SP600
NHC,"National Healthcare, Corp.",Health Care,small,SP600
NHI,"National Health Investors, Inc.",Real Estate,small,SP600
NIC,Nicolet Bankshares,Financials,small,SP600
NMIH,"NMI Holdings, Inc.",Financials,small,SP600
NOG,"Northern Oil and Gas, Inc.",Energy,small,SP600
NPK,"National Presto Industries, Inc.",Industrials,small,SP600
NPO,"EnPro Industries, Inc.",Industrials,small,SP600
NSIT,"Insight Enterprises, Inc.",Industrials,small,SP600
NSP,Insperity,Industrials,small,SP600
NSSC,Napco Security Technologies,Information Technology,small,SP600
NTCT,"NETSCOUT Systems, Inc.",Information Technology,small,SP600
NTST,NETSTREIT Corp.,Real Estate,small,SP600
NWBI,"Northwest Bancshares, Inc.",Financials,small,SP600
NWL,Newell Brands,Consumer Discretionary,small,SP600
NWN,NW Natural,Utilities,small,SP600
NX,Quanex Building Products Corporation,Industrials,small,SP600
NXRT,"NexPoint Residential Trust, Inc.",Real Estate,small,SP600
OFG,OFG Bancorp,Financials,small,SP600
OGN,Organon & Co.,Health Care,small,SP600
OI,"O-I Glass, Inc.",Materials,small,SP600
OII,"Oceaneering International, Inc.",Energy,small,SP600
OMCL,Omnicell,Health Care,small,SP600
OPLN,"OPENLANE, Inc.",Industrials,small,SP600
OSIS,"OSI Systems, Inc.",Information Technology,small,SP600
OSW,OneSpaWorld Holdings Limited,Consumer Discretionary,small,SP600
OTTR,Otter Tail Corporation,Utilities,small,SP600
OUT,Outfront Media,Real Estate,small,SP600
PAHC,Phibro Animal Health,Health Care,small,SP600
PARR,"Par Pacific Holdings, Inc.",Energy,small,SP600
PAYC,Paycom,Industrials,small,SP600
PAYO,Payoneer Global Inc.,Financials,small,SP600
PATK,"Patrick Industries, Inc.",Consumer Discretionary,small,SP600
PBH,Prestige Consumer Healthcare,Health Care,small,SP600
PBI,"Pitney Bowes, Inc.",Industrials,small,SP600
PCRX,"Pacira BioSciences, Inc.",Health Care,small,SP600
PDFS,"PDF Solutions, Inc.",Information Technology,small,SP600
PEB,Pebblebrook Hotel Trust,Real Estate,small,SP600
PECO,Phillips Edison & Company,Real Estate,small,SP600
PENG,"Penguin Solutions, Inc.",Information Technology,small,SP600
PENN,Penn Entertainment,Consumer Discretionary,small,SP600
PFBC,Preferred Bank,Financials,small,SP600
PFS,"Provident Financial Services, Inc.",Financials,small,SP600
PGNY,"Progyny, Inc.",Health Care,small,SP600
PHIN,"PHINIA, Inc.",Consumer Discretionary,small,SP600
PI,"Impinj, Inc.",Information Technology,small,SP600
PIPR,Piper Sandler Companies,Financials,small,SP600
PJT,"PJT Partners, Inc.",Financials,small,SP600
PLAB,"Photronics, Inc.",Information Technology,small,SP600
PLMR,"Palomar Holdings, Inc.",Financials,small,SP600
PLUS,"ePlus, Inc.",Information Technology,small,SP600
PLXS,Plexus Corp.,Information Technology,small,SP600
PMT,PennyMac Mortgage Investment Trust,Real Estate,small,SP600
POOL,Pool Corporation,Consumer Discretionary,small,SP600
POWI,Power Integrations,Information Technology,small,SP600
POWL,"Powell Industries, Inc.",Industrials,small,SP600
PPLI,People Inc.,Communication Services,small,SP600
PRDO,Perdoceo Education Corp.,Consumer Discretionary,small,SP600
PRG,"PROG Holdings, Inc.",Financials,small,SP600
PRGO,Perrigo,Health Care,small,SP600
PRGS,Progress Software Corporation,Information Technology,small,SP600
PRIM,Primoris Services Corporation,Industrials,small,SP600
PRK,Park National Corp.,Financials,small,SP600
PRKS,United Parks & Resorts,Consumer Discretionary,small,SP600
PRLB,Protolabs,Industrials,small,SP600
PRSU,"Pursuit Attractions & Hospitality, Inc.",Consumer Discretionary,small,SP600
PRVA,"Privia Health Group, Inc.",Health Care,small,SP600
PSMT,PriceSmart,Consumer Staples,small,SP600
PTCT,"PTC Therapeutics, Inc.",Health Care,small,SP600
PTEN,"Patterson-UTI Energy, Inc.",Energy,small,SP600
PTGX,"Protagonist Therapeutics, Inc.",Health Care,small,SP600
PTON,"Peloton Interactive, Inc.",Consumer Discretionary,small,SP600
PZZA,Papa John's Pizza,Consumer Discretionary,small,SP600
QDEL,QuidelOrtho,Health Care,small,SP600
QNST,"QuinStreet, Inc.",Communication Services,small,SP600
QRVO,Qorvo,Information Technology,small,SP600
QTWO,"Q2 Holdings, Inc.",Information Technology,small,SP600
RAMP,"LiveRamp Holdings, Inc.",Information Technology,small,SP600
RAL,Ralliant Corp,Information Technology,small,SP600
RCUS,"Arcus Biosciences, Inc.",Health Care,small,SP600
RDN,"Radian Group, Inc.",Financials,small,SP600
RDNT,"RadNet, Inc.",Health Care,small,SP600
RELY,Remitly,Financials,small,SP600
RES,"RPC, Inc.",Energy,small,SP600
REYN,Reynolds Consumer Products,Consumer Staples,small,SP600
REX,REX American Resources Corporation,Energy,small,SP600
REZI,"Resideo Technologies, Inc.",Industrials,small,SP600
RHI,Robert Half,Industrials,small,SP600
RHP,Ryman Hospitality Properties,Real Estate,small,SP600
RITM,Rithm Capital,Financials,small,SP600
RNG,"RingCentral, Inc.",Information Technology,small,SP600
RNST,Renasant Corp.,Financials,small,SP600
ROAD,"Construction Partners, Inc.",Industrials,small,SP600
ROCK,"Gibraltar Industries, Inc.",Industrials,small,SP600
ROG,Rogers Corporation,Information Technology,small,SP600
RRR,"Red Rock Resorts, Inc.",Consumer Discretionary,small,SP600
RSI,"Rush Street Interactive, Inc.",Consumer Discretionary,small,SP600
RUN,Sunrun,Industrials,small,SP600
RUSHA,Rush Enterprises,Industrials,small,SP600
RXO,"RXO, Inc.",Industrials,small,SP600
SAFE,"Safehold, Inc.",Real Estate,small,SP600
SABR,Sabre,Consumer Discretionary,small,SP600
SAFT,"Safety Insurance Group, Inc.",Financials,small,SP600
SAH,"Sonic Automotive, Inc.",Consumer Discretionary,small,SP600
SBCF,Seacoast Banking Corporation of Florida,Financials,small,SP600
SBH,"Sally Beauty Holdings, Inc.",Consumer Discretionary,small,SP600
SBSI,"Southside Bancshares, Inc.",Financials,small,SP600
SCHL,Scholastic Corporation,Consumer Discretionary,small,SP600
SCL,Stepan Company,Materials,small,SP600
SCSC,"ScanSource, Inc.",Information Technology,small,SP600
SDGR,"Schrödinger, Inc.",Health Care,small,SP600
SEDG,SolarEdge,Information Technology,small,SP600
SEI,"Solaris Energy Infrastructure, Inc.",Energy,small,SP600
SEZL,Sezzle,Financials,small,SP600
SFBS,"ServisFirst Bancshares, Inc.",Financials,small,SP600
SFNC,Simmons First National Corporation,Financials,small,SP600
SHAK,"Shake Shack, Inc.",Consumer Discretionary,small,SP600
SHEN,Shenandoah Telecommunications Co,Communication Services,small,SP600
SHO,"Sunstone Hotel Investors, Inc.",Real Estate,small,SP600
SHOO,"Steven Madden, Ltd.",Consumer Discretionary,small,SP600
SIG,Signet Jewelers,Consumer Discretionary,small,SP600
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,small,SP600
SKY,"Champion Homes, Inc.",Consumer Discretionary,small,SP600
SKYW,"SkyWest, Inc.",Industrials,small,SP600
SLG,SL Green Realty,Real Estate,small,SP600
SLVM,Sylvamo Corp.,Materials,small,SP600
SM,SM Energy Company,Energy,small,SP600
SMP,"Standard Motor Products, Inc.",Consumer Discretionary,small,SP600
SMPL,Simply Good Foods Company,Consumer Staples,small,SP600
SNDR,Schneider National,Industrials,small,SP600
SNEX,StoneX Group Inc.,Financials,small,SP600
SONO,"Sonos, Inc.",Consumer Discretionary,small,SP600
SPHR,Sphere Entertainment,Communication Services,small,SP600
SPNT,SiriusPoint Ltd.,Financials,small,SP600
SPSC,"SPS Commerce, Inc.",Information Technology,small,SP600
SRPT,Sarepta Therapeutics,Health Care,small,SP600
STAA,STAAR Surgical Company,Health Care,small,SP600
STBA,"S&T Bancorp, Inc.",Financials,small,SP600
STC,Stewart Information Services Corporation,Financials,small,SP600
STEP,StepStone Group,Financials,small,SP600
STRA,"Strategic Education, Inc.",Consumer Discretionary,small,SP600
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,small,SP600
SXI,Standex International Corporation,Industrials,small,SP600
SXT,Sensient Technologies,Materials,small,SP600
TALO,"Talos Energy, Inc.",Energy,small,SP600
TBBK,"The Bancorp, Inc.",Financials,small,SP600
TDC,Teradata,Information Technology,small,SP600
TDS,"Telephone and Data Systems, Inc.",Communication Services,small,SP600
TDW,"Tidewater, Inc.",Energy,small,SP600
TFIN,"Triumph Bancorp, Inc.",Financials,small,SP600
TFX,Teleflex,Health Care,small,SP600
TGTX,"TG Therapeutics, Inc.",Health Care,small,SP600
THRM,Gentherm Incorporated,Consumer Discretionary,small,SP600
TILE,"Interface, Inc.",Industrials,small,SP600
TMDX,"TransMedics Group, Inc.",Health Care,small,SP600
TMP,Tompkins Financial Corporation,Financials,small,SP600
TNC,Tennant Company,Industrials,small,SP600
TNDM,Tandem Diabetes Care,Health Care,small,SP600
TPC,Tutor Perini Corporation,Industrials,small,SP600
TR,"Tootsie Roll Industries, Inc.",Consumer Staples,small,SP600
TRIP,TripAdvisor,Communication Services,small,SP600
TRMK,Trustmark Corp.,Financials,small,SP600
TRN,"Trinity Industries, Inc.",Industrials,small,SP600
TRNO,Terreno Realty Corporation,Real Estate,small,SP600
TRST,TrustCo Bank Corp NY,Financials,small,SP600
TRUP,Trupanion,Financials,small,SP600
TWO,Two Harbors Investment Corp.,Financials,small,SP600
UA,Under Armour (Class C),Consumer Discretionary,small,SP600
UAA,Under Armour (Class A),Consumer Discretionary,small,SP600
UCB,"United Community Banks, Inc.",Financials,small,SP600
UCTT,"Ultra Clean Holdings, Inc.",Information Technology,small,SP600
UE,Urban Edge Properties,Real Estate,small,SP600
UFCS,"United Fire Group, Inc.",Financials,small,SP600
UFPT,"UFP Technologies, Inc.",Health Care,small,SP600
UNF,UniFirst Corporation,Industrials,small,SP600
UNFI,United Natural Foods Inc,Consumer Staples,small,SP600
UNIT,Uniti Group,Communication Services,small,SP600
UPBD,"Upbound Group, Inc.",Consumer Discretionary,small,SP600
UPWK,"Upwork, Inc.",Industrials,small,SP600
URBN,"Urban Outfitters, Inc.",Consumer Discretionary,small,SP600
USLM,"United States Lime & Minerals, Inc.",Materials,small,SP600
USPH,"U.S. Physical Therapy, Inc.",Health Care,small,SP600
UTI,Universal Technical Institute,Consumer Discretionary,small,SP600
UTL,Unitil Corporation,Utilities,small,SP600
UVV,Universal Corporation,Consumer Staples,small,SP600
VAC,Marriott Vacations Worldwide,Consumer Discretionary,small,SP600
VCEL,Vericel,Health Care,small,SP600
VCTR,"Victory Capital Holdings, Inc.",Financials,small,SP600
VCYT,"Veracyte, Inc.",Health Care,small,SP600
VECO,Veeco Instruments Inc.,Information Technology,small,SP600
VGNT,Versigent PLC,Consumer Discretionary,small,SP600
VIR,"Vir Biotechnology, Inc.",Health Care,small,SP600
VIRT,"Virtu Financial, Inc.",Financials,small,SP600
VRRM,Verra Mobility Corporation,Industrials,small,SP600
VRTS,"Virtus Investment Partners, Inc.",Financials,small,SP600
VSAT,"Viasat, Inc.",Information Technology,small,SP600
VSEC,VSE Corporation,Industrials,small,SP600
VSH,Vishay Intertechnology,Information Technology,small,SP600
VSNT,"Versant Media Group, Inc.",Communication Services,small,SP600
VSTS,Vestis,Industrials,small,SP600
VSXY,Victoria's Secret,Consumer Discretionary,small,SP600
VTOL,Bristow Group Inc.,Energy,small,SP600
VVX,"V2X, Inc.",Industrials,small,SP600
VYX,NCR Voyix,Information Technology,small,SP600
WABC,Westamerica Bank,Financials,small,SP600
WAFD,"WaFd, Inc.",Financials,small,SP600
WAY,Waystar Holding Corp,Health Care,small,SP600
WD,"Walker & Dunlop, Inc.",Financials,small,SP600
WDFC,WD-40 Company,Consumer Staples,small,SP600
WEN,The Wendy's Company,Consumer Discretionary,small,SP600
WERN,Werner Enterprises,Industrials,small,SP600
WGO,"Winnebago Industries, Inc.",Consumer Discretionary,small,SP600
WHD,"Cactus, Inc.",Energy,small,SP600
WINA,Winmark,Consumer Discretionary,small,SP600
WKC,World Kinect Corporation,Energy,small,SP600
WLY,John Wiley & Sons,Communication Services,small,SP600
WOR,Worthington Enterprises,Industrials,small,SP600
WRBY,Warby Parker,Consumer Discretionary,small,SP600
WRLD,World Acceptance Corporation,Financials,small,SP600
WS,Worthington Steel,Materials,small,SP600
WSBC,WesBanco,Financials,small,SP600
WSC,WillScot Holdings Corp.,Industrials,small,SP600
WSFS,WSFS Financial Corporation,Financials,small,SP600
WT,"WisdomTree Investments, Inc.",Financials,small,SP600
WU,Western Union,Financials,small,SP600
WWW,"Wolverine World Wide, Inc.",Consumer Discretionary,small,SP600
XHR,"Xenia Hotels & Resorts, Inc.",Real Estate,small,SP600
XNCR,Xencor Inc,Health Care,small,SP600
XPEL,"XPEL, Inc.",Consumer Discretionary,small,SP600
YELP,"Yelp, Inc.",Communication Services,small,SP600
YOU,"Clear Secure, Inc.",Information Technology,small,SP600
ZD,Ziff Davis,Communication Services,small,SP600
ZWS,Zurn Elkay Water Solutions Corp.,Industrials,small,SP600
